date,outlet_id,daypart,tickets,items,revenue_sgd
2025-05-08,OUT-02,Midday,46,66,535.6
2025-05-08,OUT-02,Evening,41,60,410.82
2025-05-09,OUT-02,Morning,74,105,478.75
2025-05-09,OUT-02,Midday,83,126,887.38
2025-05-09,OUT-02,Evening,48,69,483.68
2025-05-10,OUT-02,Morning,106,154,659.12
2025-05-10,OUT-02,Midday,98,143,1032.7
2025-05-10,OUT-02,Evening,82,123,786.72
2025-05-11,OUT-02,Morning,83,118,544.84
2025-05-11,OUT-02,Midday,82,114,888.72
2025-05-11,OUT-02,Evening,71,98,663.23
2025-05-12,OUT-02,Morning,37,56,227.16
2025-05-12,OUT-02,Midday,43,63,414.08
2025-05-12,OUT-02,Evening,28,40,263.04
2025-05-13,OUT-02,Morning,49,72,302.0
2025-05-13,OUT-02,Midday,54,83,571.84
2025-05-13,OUT-02,Evening,40,59,352.54
2025-05-14,OUT-02,Morning,56,86,360.84
2025-05-14,OUT-02,Midday,59,91,634.99
2025-05-14,OUT-02,Evening,50,71,447.77
2025-05-15,OUT-02,Morning,72,97,462.9
2025-05-15,OUT-02,Midday,67,92,715.83
2025-05-15,OUT-02,Evening,46,69,439.45
2025-05-16,OUT-02,Morning,52,71,388.42
2025-05-16,OUT-02,Midday,59,84,624.8
2025-05-16,OUT-02,Evening,48,69,416.76
2025-05-17,OUT-02,Morning,87,122,579.29
2025-05-17,OUT-02,Midday,91,123,926.06
2025-05-17,OUT-02,Evening,72,102,662.52
2025-05-18,OUT-02,Morning,85,131,546.04
2025-05-18,OUT-02,Midday,92,137,968.41
2025-05-18,OUT-02,Evening,70,102,660.31
2025-05-19,OUT-02,Morning,68,100,413.69
2025-05-19,OUT-02,Midday,63,97,648.71
2025-05-19,OUT-02,Evening,50,75,475.35
2025-05-20,OUT-02,Morning,49,70,316.32
2025-05-20,OUT-02,Midday,62,92,612.75
2025-05-20,OUT-02,Evening,43,61,384.57
2025-05-21,OUT-02,Morning,52,73,359.91
2025-05-21,OUT-02,Midday,60,80,599.59
2025-05-21,OUT-02,Evening,49,73,459.55
2025-05-22,OUT-02,Morning,74,103,482.2
2025-05-22,OUT-02,Midday,74,114,735.24
2025-05-22,OUT-02,Evening,55,82,475.36
2025-05-23,OUT-02,Morning,72,99,490.7
2025-05-23,OUT-02,Midday,82,121,868.75
2025-05-23,OUT-02,Evening,58,89,537.06
2025-05-24,OUT-02,Morning,72,102,493.91
2025-05-24,OUT-02,Midday,88,132,901.55
2025-05-24,OUT-02,Evening,58,89,547.19
2025-05-25,OUT-02,Morning,83,124,502.38
2025-05-25,OUT-02,Midday,88,132,873.79
2025-05-25,OUT-02,Evening,67,103,618.34
2025-05-26,OUT-02,Morning,51,78,349.04
2025-05-26,OUT-02,Midday,55,77,584.63
2025-05-26,OUT-02,Evening,39,59,372.74
2025-05-27,OUT-02,Morning,40,61,280.81
2025-05-27,OUT-02,Midday,42,64,514.25
2025-05-27,OUT-02,Evening,35,52,347.71
2025-05-28,OUT-02,Morning,44,63,325.59
2025-05-28,OUT-02,Midday,52,72,597.49
2025-05-28,OUT-02,Evening,39,58,370.47
2025-05-29,OUT-02,Morning,62,92,431.49
2025-05-29,OUT-02,Midday,60,85,646.94
2025-05-29,OUT-02,Evening,47,68,464.73
2025-05-30,OUT-02,Morning,53,72,340.73
2025-05-30,OUT-02,Midday,66,93,715.63
2025-05-30,OUT-02,Evening,48,68,493.83
2025-05-31,OUT-02,Morning,100,142,632.27
2025-05-31,OUT-02,Midday,83,117,926.42
2025-05-31,OUT-02,Evening,74,104,669.68
2025-06-01,OUT-02,Morning,80,112,557.16
2025-06-01,OUT-02,Midday,82,119,932.35
2025-06-01,OUT-02,Evening,61,90,615.79
2025-06-02,OUT-02,Morning,42,62,275.54
2025-06-02,OUT-02,Midday,54,76,565.04
2025-06-02,OUT-02,Evening,44,67,399.67
2025-06-03,OUT-02,Morning,50,67,321.89
2025-06-03,OUT-02,Midday,58,80,597.53
2025-06-03,OUT-02,Evening,43,61,398.65
2025-06-04,OUT-02,Morning,55,82,355.83
2025-06-04,OUT-02,Midday,64,93,631.38
2025-06-04,OUT-02,Evening,47,67,405.12
2025-06-05,OUT-02,Morning,55,85,356.55
2025-06-05,OUT-02,Midday,63,100,654.2
2025-06-05,OUT-02,Evening,42,62,390.04
2025-06-06,OUT-02,Morning,54,78,373.79
2025-06-06,OUT-02,Midday,64,84,662.72
2025-06-06,OUT-02,Evening,48,65,454.15
2025-06-07,OUT-02,Morning,68,106,462.48
2025-06-07,OUT-02,Midday,61,91,616.95
2025-06-07,OUT-02,Evening,48,68,474.37
2025-06-08,OUT-02,Morning,73,111,477.77
2025-06-08,OUT-02,Midday,78,116,810.44
2025-06-08,OUT-02,Evening,61,90,556.13
2025-06-09,OUT-02,Morning,46,68,314.13
2025-06-09,OUT-02,Midday,56,73,572.76
2025-06-09,OUT-02,Evening,44,69,393.97
2025-06-10,OUT-02,Morning,43,61,266.07
2025-06-10,OUT-02,Midday,41,61,455.27
2025-06-10,OUT-02,Evening,38,53,373.22
2025-06-11,OUT-02,Morning,44,61,316.34
2025-06-11,OUT-02,Midday,50,68,503.07
2025-06-11,OUT-02,Evening,43,63,395.69
2025-06-12,OUT-02,Morning,56,81,383.36
2025-06-12,OUT-02,Midday,61,98,633.47
2025-06-12,OUT-02,Evening,42,60,388.42
2025-06-13,OUT-02,Morning,55,71,364.67
2025-06-13,OUT-02,Midday,53,73,593.92
2025-06-13,OUT-02,Evening,43,60,402.44
2025-06-14,OUT-02,Morning,88,119,538.93
2025-06-14,OUT-02,Midday,85,121,874.86
2025-06-14,OUT-02,Evening,53,74,548.86
2025-06-15,OUT-02,Morning,89,135,564.53
2025-06-15,OUT-02,Midday,81,114,851.64
2025-06-15,OUT-02,Evening,75,107,634.0
2025-06-16,OUT-02,Morning,57,80,379.32
2025-06-16,OUT-02,Midday,61,84,663.37
2025-06-16,OUT-02,Evening,44,66,391.06
2025-06-17,OUT-02,Morning,66,101,402.59
2025-06-17,OUT-02,Midday,55,80,592.54
2025-06-17,OUT-02,Evening,51,73,464.17
2025-06-18,OUT-02,Morning,56,80,354.62
2025-06-18,OUT-02,Midday,51,75,535.07
2025-06-18,OUT-02,Evening,40,61,376.49
2025-06-19,OUT-02,Morning,58,75,366.08
2025-06-19,OUT-02,Midday,47,75,523.17
2025-06-19,OUT-02,Evening,35,51,336.48
2025-06-20,OUT-02,Morning,72,107,430.15
2025-06-20,OUT-02,Midday,74,111,769.71
2025-06-20,OUT-02,Evening,56,76,530.68
2025-06-21,OUT-02,Morning,94,140,629.18
2025-06-21,OUT-02,Midday,88,134,902.08
2025-06-21,OUT-02,Evening,67,94,592.79
2025-06-22,OUT-02,Morning,63,90,429.69
2025-06-22,OUT-02,Midday,67,103,727.14
2025-06-22,OUT-02,Evening,48,69,456.24
2025-06-23,OUT-02,Morning,59,85,372.05
2025-06-23,OUT-02,Midday,50,75,536.27
2025-06-23,OUT-02,Evening,40,60,371.0
2025-06-24,OUT-02,Morning,52,76,328.28
2025-06-24,OUT-02,Midday,50,74,501.69
2025-06-24,OUT-02,Evening,36,53,351.57
2025-06-25,OUT-02,Morning,52,77,341.53
2025-06-25,OUT-02,Midday,56,79,602.17
2025-06-25,OUT-02,Evening,48,74,432.39
2025-06-26,OUT-02,Morning,54,76,350.17
2025-06-26,OUT-02,Midday,53,76,592.82
2025-06-26,OUT-02,Evening,52,82,447.82
2025-06-27,OUT-02,Morning,62,89,407.68
2025-06-27,OUT-02,Midday,66,95,734.56
2025-06-27,OUT-02,Evening,63,91,600.51
2025-06-28,OUT-02,Morning,63,93,427.25
2025-06-28,OUT-02,Midday,67,96,698.6
2025-06-28,OUT-02,Evening,46,59,450.3
2025-06-29,OUT-02,Morning,76,113,469.82
2025-06-29,OUT-02,Midday,64,90,679.38
2025-06-29,OUT-02,Evening,51,74,485.64
2025-06-30,OUT-02,Morning,47,67,312.72
2025-06-30,OUT-02,Midday,45,68,490.74
2025-06-30,OUT-02,Evening,38,53,343.38
2024-01-01,OUT-03,Morning,91,138,603.52
2024-01-01,OUT-03,Midday,43,62,475.56
2024-01-01,OUT-03,Evening,18,26,175.92
2024-01-02,OUT-03,Morning,121,174,777.63
2024-01-02,OUT-03,Midday,67,96,665.03
2024-01-02,OUT-03,Evening,24,33,210.05
2024-01-03,OUT-03,Morning,125,188,803.45
2024-01-03,OUT-03,Midday,53,78,585.52
2024-01-03,OUT-03,Evening,28,39,241.71
2024-01-04,OUT-03,Morning,127,189,903.33
2024-01-04,OUT-03,Midday,62,94,656.49
2024-01-04,OUT-03,Evening,28,38,256.63
2024-01-05,OUT-03,Morning,126,167,786.12
2024-01-05,OUT-03,Midday,63,87,678.38
2024-01-05,OUT-03,Evening,23,34,239.6
2024-01-06,OUT-03,Morning,65,98,436.81
2024-01-06,OUT-03,Midday,35,54,380.02
2024-01-06,OUT-03,Evening,16,22,137.94
2024-01-07,OUT-03,Morning,48,67,328.29
2024-01-07,OUT-03,Midday,28,38,300.62
2024-01-07,OUT-03,Evening,11,16,97.98
2024-01-08,OUT-03,Morning,127,193,830.13
2024-01-08,OUT-03,Midday,61,88,644.51
2024-01-08,OUT-03,Evening,27,40,256.39
2024-01-09,OUT-03,Morning,141,215,856.82
2024-01-09,OUT-03,Midday,60,82,606.85
2024-01-09,OUT-03,Evening,26,39,242.15
2024-01-10,OUT-03,Morning,138,196,894.97
2024-01-10,OUT-03,Midday,60,92,585.43
2024-01-10,OUT-03,Evening,25,37,247.32
2024-01-11,OUT-03,Morning,141,203,975.06
2024-01-11,OUT-03,Midday,66,92,696.26
2024-01-11,OUT-03,Evening,29,44,276.96
2024-01-12,OUT-03,Morning,135,203,880.94
2024-01-12,OUT-03,Midday,65,96,696.77
2024-01-12,OUT-03,Evening,28,39,252.82
2024-01-13,OUT-03,Morning,54,80,388.43
2024-01-13,OUT-03,Midday,30,45,300.43
2024-01-13,OUT-03,Evening,12,18,115.12
2024-01-14,OUT-03,Morning,41,59,275.38
2024-01-14,OUT-03,Midday,23,31,244.48
2024-01-14,OUT-03,Evening,8,12,68.93
2024-01-15,OUT-03,Morning,135,204,849.04
2024-01-15,OUT-03,Midday,74,110,739.68
2024-01-15,OUT-03,Evening,29,41,262.86
2024-01-16,OUT-03,Morning,139,198,987.26
2024-01-16,OUT-03,Midday,70,106,732.22
2024-01-16,OUT-03,Evening,29,42,273.72
2024-01-17,OUT-03,Morning,148,223,949.21
2024-01-17,OUT-03,Midday,69,108,707.19
2024-01-17,OUT-03,Evening,25,35,232.08
2024-01-18,OUT-03,Morning,132,182,805.02
2024-01-18,OUT-03,Midday,57,75,613.17
2024-01-18,OUT-03,Evening,22,31,208.67
2024-01-19,OUT-03,Morning,144,210,910.33
2024-01-19,OUT-03,Midday,76,106,790.14
2024-01-19,OUT-03,Evening,28,41,249.13
2024-01-20,OUT-03,Morning,56,87,387.64
2024-01-20,OUT-03,Midday,28,41,292.02
2024-01-20,OUT-03,Evening,12,17,102.11
2024-01-21,OUT-03,Morning,51,76,328.21
2024-01-21,OUT-03,Midday,25,36,276.5
2024-01-21,OUT-03,Evening,12,18,110.13
2024-01-22,OUT-03,Morning,132,183,848.82
2024-01-22,OUT-03,Midday,61,85,611.03
2024-01-22,OUT-03,Evening,25,39,258.89
2024-01-23,OUT-03,Morning,137,206,906.68
2024-01-23,OUT-03,Midday,73,105,730.61
2024-01-23,OUT-03,Evening,29,41,266.41
2024-01-24,OUT-03,Morning,106,163,767.92
2024-01-24,OUT-03,Midday,64,94,694.98
2024-01-24,OUT-03,Evening,27,39,244.38
2024-01-25,OUT-03,Morning,120,173,893.93
2024-01-25,OUT-03,Midday,57,80,658.3
2024-01-25,OUT-03,Evening,23,32,242.04
2024-01-26,OUT-03,Morning,91,130,654.4
2024-01-26,OUT-03,Midday,54,83,572.64
2024-01-26,OUT-03,Evening,23,33,203.68
2024-01-27,OUT-03,Morning,67,97,463.36
2024-01-27,OUT-03,Midday,30,45,350.19
2024-01-27,OUT-03,Evening,12,17,122.47
2024-01-28,OUT-03,Morning,39,58,244.95
2024-01-28,OUT-03,Midday,21,30,223.4
2024-01-28,OUT-03,Evening,9,13,77.46
2024-01-29,OUT-03,Morning,144,196,856.01
2024-01-29,OUT-03,Midday,55,75,658.88
2024-01-29,OUT-03,Evening,26,38,233.8
2024-01-30,OUT-03,Morning,107,160,709.41
2024-01-30,OUT-03,Midday,55,86,540.36
2024-01-30,OUT-03,Evening,22,32,194.11
2024-01-31,OUT-03,Morning,144,212,920.61
2024-01-31,OUT-03,Midday,65,99,688.11
2024-01-31,OUT-03,Evening,25,36,232.25
2024-02-01,OUT-03,Morning,142,189,901.96
2024-02-01,OUT-03,Midday,58,90,662.18
2024-02-01,OUT-03,Evening,31,46,273.98
2024-02-02,OUT-03,Morning,130,186,838.51
2024-02-02,OUT-03,Midday,69,99,664.96
2024-02-02,OUT-03,Evening,27,39,257.75
2024-02-03,OUT-03,Morning,64,94,440.59
2024-02-03,OUT-03,Midday,39,60,392.39
2024-02-03,OUT-03,Evening,15,22,129.72
2024-02-04,OUT-03,Morning,49,72,329.18
2024-02-04,OUT-03,Midday,25,37,249.57
2024-02-04,OUT-03,Evening,10,14,88.97
2024-02-05,OUT-03,Morning,123,180,775.09
2024-02-05,OUT-03,Midday,59,85,677.65
2024-02-05,OUT-03,Evening,24,36,234.68
2024-02-06,OUT-03,Morning,148,206,953.07
2024-02-06,OUT-03,Midday,67,92,699.77
2024-02-06,OUT-03,Evening,29,43,279.09
2024-02-07,OUT-03,Morning,119,167,841.33
2024-02-07,OUT-03,Midday,56,87,581.74
2024-02-07,OUT-03,Evening,23,32,217.75
2024-02-08,OUT-03,Morning,122,171,833.29
2024-02-08,OUT-03,Midday,69,104,688.79
2024-02-08,OUT-03,Evening,29,40,266.8
2024-02-09,OUT-03,Morning,151,213,938.86
2024-02-09,OUT-03,Midday,62,89,673.33
2024-02-09,OUT-03,Evening,26,39,264.25
2024-02-10,OUT-03,Morning,58,79,352.26
2024-02-10,OUT-03,Midday,29,42,264.85
2024-02-10,OUT-03,Evening,10,14,92.22
2024-02-11,OUT-03,Morning,29,43,208.46
2024-02-11,OUT-03,Midday,14,21,147.23
2024-02-11,OUT-03,Evening,7,10,66.16
2024-02-12,OUT-03,Morning,119,176,845.31
2024-02-12,OUT-03,Midday,64,88,698.38
2024-02-12,OUT-03,Evening,23,33,213.06
2024-02-13,OUT-03,Morning,109,152,809.37
2024-02-13,OUT-03,Midday,55,83,581.62
2024-02-13,OUT-03,Evening,22,31,205.36
2024-02-14,OUT-03,Morning,144,199,1000.04
2024-02-14,OUT-03,Midday,73,104,771.4
2024-02-14,OUT-03,Evening,28,40,250.06
2024-02-15,OUT-03,Morning,150,209,1043.7
2024-02-15,OUT-03,Midday,84,127,882.03
2024-02-15,OUT-03,Evening,32,47,305.14
2024-02-16,OUT-03,Morning,149,223,949.32
2024-02-16,OUT-03,Midday,56,76,603.9
2024-02-16,OUT-03,Evening,26,38,246.43
2024-02-17,OUT-03,Morning,69,96,477.73
2024-02-17,OUT-03,Midday,33,45,360.74
2024-02-17,OUT-03,Evening,14,21,120.6
2024-02-18,OUT-03,Morning,56,82,374.91
2024-02-18,OUT-03,Midday,23,34,238.89
2024-02-18,OUT-03,Evening,12,17,103.0
2024-02-19,OUT-03,Morning,141,215,892.53
2024-02-19,OUT-03,Midday,69,105,729.11
2024-02-19,OUT-03,Evening,27,41,252.8
2024-02-20,OUT-03,Morning,152,218,953.55
2024-02-20,OUT-03,Midday,63,89,701.01
2024-02-20,OUT-03,Evening,28,41,287.34
2024-02-21,OUT-03,Morning,123,177,826.82
2024-02-21,OUT-03,Midday,69,99,735.27
2024-02-21,OUT-03,Evening,29,42,259.96
2024-02-22,OUT-03,Morning,121,185,799.45
2024-02-22,OUT-03,Midday,61,89,605.03
2024-02-22,OUT-03,Evening,26,37,248.22
2024-02-23,OUT-03,Morning,143,190,922.27
2024-02-23,OUT-03,Midday,73,101,771.11
2024-02-23,OUT-03,Evening,31,47,282.46
2024-02-24,OUT-03,Morning,58,80,394.93
2024-02-24,OUT-03,Midday,33,49,344.13
2024-02-24,OUT-03,Evening,13,20,120.12
2024-02-25,OUT-03,Morning,41,61,281.86
2024-02-25,OUT-03,Midday,24,34,256.7
2024-02-25,OUT-03,Evening,11,15,98.22
2024-02-26,OUT-03,Morning,150,218,943.49
2024-02-26,OUT-03,Midday,64,93,692.81
2024-02-26,OUT-03,Evening,29,43,254.37
2024-02-27,OUT-03,Morning,153,219,926.11
2024-02-27,OUT-03,Midday,66,94,702.71
2024-02-27,OUT-03,Evening,28,44,254.8
2024-02-28,OUT-03,Morning,154,209,979.66
2024-02-28,OUT-03,Midday,70,108,709.95
2024-02-28,OUT-03,Evening,29,43,273.28
2024-02-29,OUT-03,Morning,136,195,849.32
2024-02-29,OUT-03,Midday,61,84,610.57
2024-02-29,OUT-03,Evening,22,33,219.34
2024-03-01,OUT-03,Morning,165,235,1057.87
2024-03-01,OUT-03,Midday,79,115,863.52
2024-03-01,OUT-03,Evening,32,48,289.09
2024-03-02,OUT-03,Morning,61,87,406.38
2024-03-02,OUT-03,Midday,32,45,312.17
2024-03-02,OUT-03,Evening,13,18,130.44
2024-03-03,OUT-03,Morning,55,79,380.63
2024-03-03,OUT-03,Midday,30,44,305.05
2024-03-03,OUT-03,Evening,12,18,121.15
2024-03-04,OUT-03,Morning,138,201,886.59
2024-03-04,OUT-03,Midday,65,93,705.16
2024-03-04,OUT-03,Evening,29,42,274.4
2024-03-05,OUT-03,Morning,128,191,915.34
2024-03-05,OUT-03,Midday,58,82,629.29
2024-03-05,OUT-03,Evening,25,35,243.45
2024-03-06,OUT-03,Morning,156,214,936.95
2024-03-06,OUT-03,Midday,68,96,720.08
2024-03-06,OUT-03,Evening,28,41,260.53
2024-03-07,OUT-03,Morning,166,253,986.34
2024-03-07,OUT-03,Midday,85,118,915.23
2024-03-07,OUT-03,Evening,34,47,307.56
2024-03-08,OUT-03,Morning,122,167,837.05
2024-03-08,OUT-03,Midday,66,100,659.88
2024-03-08,OUT-03,Evening,24,37,226.15
2024-03-09,OUT-03,Morning,65,98,412.68
2024-03-09,OUT-03,Midday,34,48,361.9
2024-03-09,OUT-03,Evening,13,18,132.6
2024-03-10,OUT-03,Morning,49,77,340.79
2024-03-10,OUT-03,Midday,25,36,250.05
2024-03-10,OUT-03,Evening,12,18,112.91
2024-03-11,OUT-03,Morning,148,230,1016.33
2024-03-11,OUT-03,Midday,71,100,730.55
2024-03-11,OUT-03,Evening,30,45,288.66
2024-03-12,OUT-03,Morning,124,174,822.95
2024-03-12,OUT-03,Midday,58,83,606.98
2024-03-12,OUT-03,Evening,26,36,251.39
2024-03-13,OUT-03,Morning,110,151,742.5
2024-03-13,OUT-03,Midday,62,90,613.25
2024-03-13,OUT-03,Evening,22,32,205.02
2024-03-14,OUT-03,Morning,148,223,978.06
2024-03-14,OUT-03,Midday,73,109,815.7
2024-03-14,OUT-03,Evening,37,53,335.53
2024-03-15,OUT-03,Morning,124,194,821.72
2024-03-15,OUT-03,Midday,63,94,643.38
2024-03-15,OUT-03,Evening,28,41,250.31
2024-03-16,OUT-03,Morning,74,109,473.02
2024-03-16,OUT-03,Midday,31,45,320.2
2024-03-16,OUT-03,Evening,14,19,128.08
2024-03-17,OUT-03,Morning,56,89,349.13
2024-03-17,OUT-03,Midday,22,32,245.63
2024-03-17,OUT-03,Evening,9,13,82.12
2024-03-18,OUT-03,Morning,148,211,982.23
2024-03-18,OUT-03,Midday,64,94,708.78
2024-03-18,OUT-03,Evening,27,40,250.27
2024-03-19,OUT-03,Morning,137,208,873.29
2024-03-19,OUT-03,Midday,69,97,766.42
2024-03-19,OUT-03,Evening,28,44,283.3
2024-03-20,OUT-03,Morning,158,214,1074.79
2024-03-20,OUT-03,Midday,85,115,892.08
2024-03-20,OUT-03,Evening,37,52,338.22
2024-03-21,OUT-03,Morning,122,169,799.85
2024-03-21,OUT-03,Midday,72,107,758.03
2024-03-21,OUT-03,Evening,27,39,255.07
2024-03-22,OUT-03,Morning,115,162,777.97
2024-03-22,OUT-03,Midday,67,104,679.15
2024-03-22,OUT-03,Evening,27,39,225.72
2024-03-23,OUT-03,Morning,79,114,518.16
2024-03-23,OUT-03,Midday,41,57,435.99
2024-03-23,OUT-03,Evening,16,24,142.48
2024-03-24,OUT-03,Morning,52,73,318.63
2024-03-24,OUT-03,Midday,22,32,240.3
2024-03-24,OUT-03,Evening,10,14,99.17
2024-03-25,OUT-03,Morning,135,198,860.76
2024-03-25,OUT-03,Midday,67,104,662.86
2024-03-25,OUT-03,Evening,23,36,236.09
2024-03-26,OUT-03,Morning,127,178,853.45
2024-03-26,OUT-03,Midday,68,92,703.77
2024-03-26,OUT-03,Evening,24,38,225.71
2024-03-27,OUT-03,Morning,125,186,853.64
2024-03-27,OUT-03,Midday,61,89,691.11
2024-03-27,OUT-03,Evening,24,38,246.75
2024-03-28,OUT-03,Morning,125,183,899.2
2024-03-28,OUT-03,Midday,65,99,756.6
2024-03-28,OUT-03,Evening,28,39,267.01
2024-03-29,OUT-03,Morning,87,126,599.54
2024-03-29,OUT-03,Midday,37,55,412.81
2024-03-29,OUT-03,Evening,18,26,168.03
2024-03-30,OUT-03,Morning,70,93,474.76
2024-03-30,OUT-03,Midday,38,54,376.96
2024-03-30,OUT-03,Evening,17,24,151.06
2024-03-31,OUT-03,Morning,56,79,383.17
2024-03-31,OUT-03,Midday,26,36,308.38
2024-03-31,OUT-03,Evening,12,18,110.41
2024-04-01,OUT-03,Morning,145,205,974.07
2024-04-01,OUT-03,Midday,63,92,629.41
2024-04-01,OUT-03,Evening,25,36,246.04
2024-04-02,OUT-03,Morning,150,216,959.03
2024-04-02,OUT-03,Midday,80,114,858.22
2024-04-02,OUT-03,Evening,26,38,270.35
2024-04-03,OUT-03,Morning,168,240,1033.79
2024-04-03,OUT-03,Midday,60,83,605.67
2024-04-03,OUT-03,Evening,33,52,311.77
2024-04-04,OUT-03,Morning,146,223,981.88
2024-04-04,OUT-03,Midday,65,90,712.95
2024-04-04,OUT-03,Evening,37,54,327.62
2024-04-05,OUT-03,Morning,154,233,992.06
2024-04-05,OUT-03,Midday,60,91,642.18
2024-04-05,OUT-03,Evening,27,37,253.82
2024-04-06,OUT-03,Morning,68,96,448.35
2024-04-06,OUT-03,Midday,27,39,299.92
2024-04-06,OUT-03,Evening,13,17,120.84
2024-04-07,OUT-03,Morning,41,59,283.06
2024-04-07,OUT-03,Midday,23,32,249.85
2024-04-07,OUT-03,Evening,8,11,78.54
2024-04-08,OUT-03,Morning,148,206,998.91
2024-04-08,OUT-03,Midday,73,111,828.68
2024-04-08,OUT-03,Evening,31,49,275.55
2024-04-09,OUT-03,Morning,155,223,1007.47
2024-04-09,OUT-03,Midday,59,94,641.02
2024-04-09,OUT-03,Evening,28,42,252.19
2024-04-10,OUT-03,Morning,114,167,722.24
2024-04-10,OUT-03,Midday,52,76,554.56
2024-04-10,OUT-03,Evening,21,33,198.17
2024-04-11,OUT-03,Morning,133,207,924.5
2024-04-11,OUT-03,Midday,71,104,805.81
2024-04-11,OUT-03,Evening,32,47,281.29
2024-04-12,OUT-03,Morning,164,244,995.27
2024-04-12,OUT-03,Midday,89,135,835.81
2024-04-12,OUT-03,Evening,28,39,262.61
2024-04-13,OUT-03,Morning,69,98,469.57
2024-04-13,OUT-03,Midday,37,55,379.56
2024-04-13,OUT-03,Evening,14,21,131.61
2024-04-14,OUT-03,Morning,43,60,293.17
2024-04-14,OUT-03,Midday,22,32,233.33
2024-04-14,OUT-03,Evening,10,15,93.4
2024-04-15,OUT-03,Morning,140,201,922.32
2024-04-15,OUT-03,Midday,60,88,691.61
2024-04-15,OUT-03,Evening,29,41,265.5
2024-04-16,OUT-03,Morning,120,166,795.97
2024-04-16,OUT-03,Midday,63,86,697.55
2024-04-16,OUT-03,Evening,27,39,253.73
2024-04-17,OUT-03,Morning,146,225,1019.21
2024-04-17,OUT-03,Midday,71,102,809.31
2024-04-17,OUT-03,Evening,30,45,308.56
2024-04-18,OUT-03,Morning,151,230,985.85
2024-04-18,OUT-03,Midday,79,121,801.12
2024-04-18,OUT-03,Evening,24,35,254.01
2024-04-19,OUT-03,Morning,114,152,750.55
2024-04-19,OUT-03,Midday,69,96,688.65
2024-04-19,OUT-03,Evening,26,36,239.54
2024-04-20,OUT-03,Morning,65,94,423.34
2024-04-20,OUT-03,Midday,31,47,325.59
2024-04-20,OUT-03,Evening,12,17,108.66
2024-04-21,OUT-03,Morning,62,91,368.95
2024-04-21,OUT-03,Midday,24,32,261.65
2024-04-21,OUT-03,Evening,11,16,99.49
2024-04-22,OUT-03,Morning,158,222,1007.23
2024-04-22,OUT-03,Midday,78,121,792.21
2024-04-22,OUT-03,Evening,30,42,294.03
2024-04-23,OUT-03,Morning,100,137,747.01
2024-04-23,OUT-03,Midday,69,103,662.23
2024-04-23,OUT-03,Evening,25,35,223.28
2024-04-24,OUT-03,Morning,144,210,921.54
2024-04-24,OUT-03,Midday,81,126,798.85
2024-04-24,OUT-03,Evening,27,39,264.41
2024-04-25,OUT-03,Morning,136,202,913.22
2024-04-25,OUT-03,Midday,71,109,760.09
2024-04-25,OUT-03,Evening,33,48,280.34
2024-04-26,OUT-03,Morning,154,216,943.2
2024-04-26,OUT-03,Midday,62,94,606.68
2024-04-26,OUT-03,Evening,30,42,280.9
2024-04-27,OUT-03,Morning,76,112,463.63
2024-04-27,OUT-03,Midday,36,51,369.35
2024-04-27,OUT-03,Evening,14,20,129.71
2024-04-28,OUT-03,Morning,54,78,399.51
2024-04-28,OUT-03,Midday,28,38,288.15
2024-04-28,OUT-03,Evening,13,19,113.74
2024-04-29,OUT-03,Morning,127,163,850.41
2024-04-29,OUT-03,Midday,73,103,733.31
2024-04-29,OUT-03,Evening,26,36,237.74
2024-04-30,OUT-03,Morning,147,210,958.25
2024-04-30,OUT-03,Midday,74,102,803.15
2024-04-30,OUT-03,Evening,31,45,276.99
2024-05-01,OUT-03,Morning,110,165,689.17
2024-05-01,OUT-03,Midday,47,72,505.18
2024-05-01,OUT-03,Evening,24,33,225.59
2024-05-02,OUT-03,Morning,187,262,1151.81
2024-05-02,OUT-03,Midday,90,127,899.69
2024-05-02,OUT-03,Evening,33,51,339.41
2024-05-03,OUT-03,Morning,156,217,1032.95
2024-05-03,OUT-03,Midday,61,88,655.08
2024-05-03,OUT-03,Evening,28,43,261.23
2024-05-04,OUT-03,Morning,67,98,421.68
2024-05-04,OUT-03,Midday,33,46,314.84
2024-05-04,OUT-03,Evening,14,20,135.05
2024-05-05,OUT-03,Morning,56,81,365.75
2024-05-05,OUT-03,Midday,23,32,252.22
2024-05-05,OUT-03,Evening,10,14,95.31
2024-05-06,OUT-03,Morning,131,201,895.35
2024-05-06,OUT-03,Midday,57,90,648.34
2024-05-06,OUT-03,Evening,31,46,284.12
2024-05-07,OUT-03,Morning,145,229,992.6
2024-05-07,OUT-03,Midday,78,111,814.61
2024-05-07,OUT-03,Evening,27,39,257.71
2024-05-08,OUT-03,Morning,144,201,927.69
2024-05-08,OUT-03,Midday,56,77,664.44
2024-05-08,OUT-03,Evening,28,40,268.98
2024-05-09,OUT-03,Morning,124,185,824.68
2024-05-09,OUT-03,Midday,59,81,657.62
2024-05-09,OUT-03,Evening,21,30,201.9
2024-05-10,OUT-03,Morning,121,172,827.11
2024-05-10,OUT-03,Midday,61,91,669.9
2024-05-10,OUT-03,Evening,26,38,229.1
2024-05-11,OUT-03,Morning,66,97,437.45
2024-05-11,OUT-03,Midday,26,38,268.73
2024-05-11,OUT-03,Evening,11,15,104.99
2024-05-12,OUT-03,Morning,41,60,276.19
