txn_id,txn_datetime,outlet_id,daypart,category,items,amount_sgd,payment_method
T501983,2025-06-19 08:38,OUT-02,Morning,Coffee,1,6.04,Card
T500823,2025-06-19 08:38,OUT-01,Morning,Coffee,1,8.33,Wallet
T503290,2025-06-19 08:39,OUT-03,Morning,Tea,1,5.03,Card
T500849,2025-06-19 08:40,OUT-01,Morning,Coffee,1,6.12,Wallet
T500854,2025-06-19 08:40,OUT-01,Morning,Pastry,1,5.28,PayNow
T503298,2025-06-19 08:41,OUT-03,Morning,Pastry,1,5.98,Card
T503238,2025-06-19 08:42,OUT-03,Morning,Pastry,1,5.82,PayNow
T500802,2025-06-19 08:42,OUT-01,Morning,Coffee,1,7.39,PayNow
T500902,2025-06-19 08:43,OUT-01,Morning,Tea,1,3.79,Wallet
T500926,2025-06-19 08:43,OUT-01,Morning,Pastry,1,3.42,PayNow
T502015,2025-06-19 08:43,OUT-02,Morning,Coffee,1,6.35,PayNow
T503279,2025-06-19 08:44,OUT-03,Morning,Coffee,1,6.4,Card
T503305,2025-06-19 08:45,OUT-03,Morning,Pastry,1,4.89,Card
T503262,2025-06-19 08:45,OUT-03,Morning,Pastry,1,4.77,PayNow
T503314,2025-06-19 08:45,OUT-03,Morning,Tea,1,5.04,Card
T500939,2025-06-19 08:45,OUT-01,Morning,Pastry,1,5.88,Card
T503329,2025-06-19 08:46,OUT-03,Morning,Coffee,1,5.55,Wallet
T500877,2025-06-19 08:46,OUT-01,Morning,Beans (retail),1,18.84,Card
T503245,2025-06-19 08:46,OUT-03,Morning,Coffee,1,7.28,Cash
T500862,2025-06-19 08:47,OUT-01,Morning,Coffee,1,7.21,Cash
T502018,2025-06-19 08:48,OUT-02,Morning,Pastry,1,4.02,Cash
T504235,2025-06-19 08:48,OUT-04,Morning,Coffee,1,6.05,Card
T500866,2025-06-19 08:48,OUT-01,Morning,Tea,1,4.72,Cash
T503264,2025-06-19 08:49,OUT-03,Morning,Pastry,1,4.49,PayNow
T502017,2025-06-19 08:50,OUT-02,Morning,Coffee,1,6.55,PayNow
T503275,2025-06-19 08:50,OUT-03,Morning,Pastry,1,5.03,PayNow
T503350,2025-06-19 08:50,OUT-03,Morning,Coffee,1,4.79,Card
T504198,2025-06-19 08:50,OUT-04,Morning,Coffee,1,3.77,PayNow
T500843,2025-06-19 08:50,OUT-01,Morning,Pastry,1,4.41,Card
T504226,2025-06-19 08:50,OUT-04,Morning,Coffee,1,7.15,Card
T502020,2025-06-19 08:51,OUT-02,Morning,Pastry,1,6.18,Card
T501980,2025-06-19 08:51,OUT-02,Morning,Coffee,1,4.04,Card
T504210,2025-06-19 08:51,OUT-04,Morning,Pastry,1,5.85,Card
T504212,2025-06-19 08:52,OUT-04,Morning,Coffee,1,6.9,Wallet
T503286,2025-06-19 08:53,OUT-03,Morning,Food,1,10.36,Card
T500810,2025-06-19 08:53,OUT-01,Morning,Pastry,1,5.2,Card
T500937,2025-06-19 08:54,OUT-01,Morning,Coffee,1,5.52,Card
T501978,2025-06-19 08:54,OUT-02,Morning,Coffee,1,6.61,Wallet
T503252,2025-06-19 08:55,OUT-03,Morning,Coffee,1,6.63,PayNow
T502004,2025-06-19 08:56,OUT-02,Morning,Food,1,10.78,PayNow
T500806,2025-06-19 08:56,OUT-01,Morning,Coffee,1,7.07,Card
T504250,2025-06-19 08:56,OUT-04,Morning,Pastry,1,4.42,Card
T504218,2025-06-19 08:56,OUT-04,Morning,Coffee,1,5.25,Cash
T500847,2025-06-19 08:57,OUT-01,Morning,Coffee,1,6.21,Card
T503353,2025-06-19 08:58,OUT-03,Morning,Pastry,1,2.94,Card
T500813,2025-06-19 08:58,OUT-01,Morning,Coffee,1,6.84,Wallet
T500876,2025-06-19 08:58,OUT-01,Morning,Tea,1,6.04,Card
T500935,2025-06-19 08:59,OUT-01,Morning,Coffee,1,6.3,PayNow
T500801,2025-06-19 08:59,OUT-01,Morning,Coffee,1,5.96,PayNow
T503265,2025-06-19 08:59,OUT-03,Morning,Pastry,1,5.26,PayNow
T503253,2025-06-19 08:59,OUT-03,Morning,Pastry,1,4.37,PayNow
T500903,2025-06-19 09:00,OUT-01,Morning,Pastry,1,3.21,Wallet
T503288,2025-06-19 09:00,OUT-03,Morning,Pastry,1,4.73,Wallet
T503326,2025-06-19 09:01,OUT-03,Morning,Coffee,1,6.15,PayNow
T503291,2025-06-19 09:01,OUT-03,Morning,Coffee,1,8.36,PayNow
T500857,2025-06-19 09:04,OUT-01,Morning,Food,1,11.81,PayNow
T500812,2025-06-19 09:05,OUT-01,Morning,Coffee,1,5.75,Card
T504260,2025-06-19 09:05,OUT-04,Morning,Tea,1,5.23,Cash
T500942,2025-06-19 09:06,OUT-01,Morning,Coffee,1,5.74,PayNow
T500852,2025-06-19 09:06,OUT-01,Morning,Tea,1,5.68,Wallet
T503347,2025-06-19 09:06,OUT-03,Morning,Pastry,1,5.44,PayNow
T500885,2025-06-19 09:07,OUT-01,Morning,Pastry,1,5.44,PayNow
T500900,2025-06-19 09:07,OUT-01,Morning,Coffee,1,5.89,Card
T503301,2025-06-19 09:07,OUT-03,Morning,Coffee,1,5.35,Wallet
T504214,2025-06-19 09:08,OUT-04,Morning,Pastry,1,5.47,Card
T500815,2025-06-19 09:08,OUT-01,Morning,Coffee,1,4.49,PayNow
T500925,2025-06-19 09:08,OUT-01,Morning,Coffee,1,5.06,Card
T502009,2025-06-19 09:09,OUT-02,Morning,Pastry,1,5.15,PayNow
T500790,2025-06-19 09:10,OUT-01,Morning,Tea,1,3.58,Cash
T500880,2025-06-19 09:10,OUT-01,Morning,Coffee,1,6.2,PayNow
T504258,2025-06-19 09:11,OUT-04,Morning,Pastry,1,5.73,Card
T500921,2025-06-19 09:13,OUT-01,Morning,Pastry,1,5.88,Card
T500863,2025-06-19 09:13,OUT-01,Morning,Coffee,1,7.68,PayNow
T503342,2025-06-19 09:14,OUT-03,Morning,Pastry,1,5.67,Cash
T500845,2025-06-19 09:16,OUT-01,Morning,Coffee,1,4.59,PayNow
T504270,2025-06-19 09:16,OUT-04,Morning,Pastry,2,8.17,Wallet
T500825,2025-06-19 09:16,OUT-01,Morning,Coffee,1,7.5,Card
T503247,2025-06-19 09:18,OUT-03,Morning,Pastry,1,3.1,Wallet
T500910,2025-06-19 09:18,OUT-01,Morning,Tea,1,3.98,PayNow
T501985,2025-06-19 09:20,OUT-02,Morning,Coffee,1,6.38,Wallet
T500893,2025-06-19 09:21,OUT-01,Morning,Tea,1,4.8,Card
T503322,2025-06-19 09:21,OUT-03,Morning,Coffee,1,5.41,Card
T500826,2025-06-19 09:22,OUT-01,Morning,Coffee,1,5.64,Wallet
T502010,2025-06-19 09:22,OUT-02,Morning,Tea,1,4.89,Card
T500835,2025-06-19 09:22,OUT-01,Morning,Coffee,1,6.15,PayNow
T503319,2025-06-19 09:23,OUT-03,Morning,Food,1,17.33,Cash
T500827,2025-06-19 09:23,OUT-01,Morning,Pastry,1,6.62,Cash
T504205,2025-06-19 09:23,OUT-04,Morning,Coffee,1,5.24,Card
T503299,2025-06-19 09:23,OUT-03,Morning,Coffee,1,5.41,PayNow
T503334,2025-06-19 09:23,OUT-03,Morning,Tea,1,5.45,PayNow
T500867,2025-06-19 09:24,OUT-01,Morning,Coffee,1,7.53,Card
T503358,2025-06-19 09:24,OUT-03,Morning,Pastry,1,4.63,PayNow
T500936,2025-06-19 09:25,OUT-01,Morning,Tea,1,7.0,Card
T502027,2025-06-19 09:25,OUT-02,Morning,Coffee,1,5.13,PayNow
T500793,2025-06-19 09:27,OUT-01,Morning,Coffee,1,6.01,Card
T503239,2025-06-19 09:28,OUT-03,Morning,Coffee,1,5.75,Cash
T500883,2025-06-19 09:28,OUT-01,Morning,Tea,1,7.04,PayNow
T503254,2025-06-19 09:28,OUT-03,Morning,Pastry,1,5.52,Wallet
T500884,2025-06-19 09:28,OUT-01,Morning,Coffee,1,7.03,Wallet
T503250,2025-06-19 09:29,OUT-03,Morning,Pastry,1,5.55,Cash
T500916,2025-06-19 09:29,OUT-01,Morning,Pastry,1,5.95,PayNow
T500895,2025-06-19 09:30,OUT-01,Morning,Coffee,1,5.79,PayNow
T503271,2025-06-19 09:31,OUT-03,Morning,Coffee,1,8.43,Cash
T500844,2025-06-19 09:31,OUT-01,Morning,Tea,1,4.92,PayNow
T500834,2025-06-19 09:32,OUT-01,Morning,Coffee,1,7.17,PayNow
T500807,2025-06-19 09:32,OUT-01,Morning,Coffee,1,7.11,Card
T504249,2025-06-19 09:33,OUT-04,Morning,Coffee,1,5.17,Card
T500908,2025-06-19 09:33,OUT-01,Morning,Coffee,1,8.07,Cash
T500897,2025-06-19 09:33,OUT-01,Morning,Coffee,1,7.36,Card
T504264,2025-06-19 09:33,OUT-04,Morning,Food,1,11.84,PayNow
T502022,2025-06-19 09:34,OUT-02,Morning,Coffee,1,5.36,Cash
T501991,2025-06-19 09:34,OUT-02,Morning,Tea,1,4.91,Cash
T500934,2025-06-19 09:36,OUT-01,Morning,Coffee,1,5.46,Card
T500869,2025-06-19 09:36,OUT-01,Morning,Tea,1,6.0,Card
T504236,2025-06-19 09:36,OUT-04,Morning,Pastry,1,5.77,Card
T503297,2025-06-19 09:36,OUT-03,Morning,Coffee,1,6.35,Card
T500859,2025-06-19 09:38,OUT-01,Morning,Coffee,1,7.54,Card
T503242,2025-06-19 09:39,OUT-03,Morning,Pastry,1,6.92,Card
T500905,2025-06-19 09:40,OUT-01,Morning,Coffee,1,7.55,PayNow
T503352,2025-06-19 09:40,OUT-03,Morning,Coffee,1,7.15,Card
T500796,2025-06-19 09:40,OUT-01,Morning,Pastry,1,3.76,PayNow
T500799,2025-06-19 09:40,OUT-01,Morning,Coffee,1,6.11,Card
T504206,2025-06-19 09:41,OUT-04,Morning,Coffee,1,6.94,Card
T500915,2025-06-19 09:41,OUT-01,Morning,Coffee,1,5.91,PayNow
T503309,2025-06-19 09:42,OUT-03,Morning,Beans (retail),1,24.29,PayNow
T504259,2025-06-19 09:43,OUT-04,Morning,Pastry,1,5.58,PayNow
T503359,2025-06-19 09:43,OUT-03,Morning,Pastry,1,5.16,PayNow
T504216,2025-06-19 09:44,OUT-04,Morning,Coffee,1,7.75,Wallet
T503294,2025-06-19 09:45,OUT-03,Morning,Coffee,1,6.63,Card
T500870,2025-06-19 09:45,OUT-01,Morning,Coffee,1,5.82,Wallet
T503313,2025-06-19 09:46,OUT-03,Morning,Coffee,1,4.96,Cash
T503344,2025-06-19 09:46,OUT-03,Morning,Coffee,1,7.31,PayNow
T500890,2025-06-19 09:47,OUT-01,Morning,Coffee,1,6.45,Cash
T503281,2025-06-19 09:49,OUT-03,Morning,Coffee,1,4.79,PayNow
T504215,2025-06-19 09:49,OUT-04,Morning,Pastry,1,4.41,Cash
T500868,2025-06-19 09:50,OUT-01,Morning,Coffee,1,6.84,PayNow
T503316,2025-06-19 09:52,OUT-03,Morning,Pastry,1,4.42,Card
T500820,2025-06-19 09:52,OUT-01,Morning,Tea,1,5.14,Cash
T500878,2025-06-19 09:52,OUT-01,Morning,Coffee,1,6.48,PayNow
T500837,2025-06-19 09:53,OUT-01,Morning,Pastry,1,6.24,Card
T504204,2025-06-19 09:53,OUT-04,Morning,Tea,1,5.21,Cash
T500896,2025-06-19 09:54,OUT-01,Morning,Coffee,1,5.09,Cash
T504225,2025-06-19 09:54,OUT-04,Morning,Coffee,1,7.36,Cash
T500901,2025-06-19 09:55,OUT-01,Morning,Pastry,1,5.84,Cash
T500898,2025-06-19 09:56,OUT-01,Morning,Pastry,1,5.46,Card
T501999,2025-06-19 09:56,OUT-02,Morning,Coffee,1,7.13,PayNow
T502028,2025-06-19 09:56,OUT-02,Morning,Coffee,1,5.15,Card
T500881,2025-06-19 09:57,OUT-01,Morning,Tea,1,5.51,PayNow
T503324,2025-06-19 09:58,OUT-03,Morning,Pastry,1,3.47,Card
T504271,2025-06-19 09:58,OUT-04,Morning,Pastry,1,6.5,Wallet
T504229,2025-06-19 09:59,OUT-04,Morning,Pastry,1,4.55,PayNow
T500824,2025-06-19 09:59,OUT-01,Morning,Coffee,1,6.19,Card
T501998,2025-06-19 10:00,OUT-02,Morning,Coffee,1,6.36,Wallet
T502012,2025-06-19 10:00,OUT-02,Morning,Coffee,1,4.98,PayNow
T500912,2025-06-19 10:01,OUT-01,Morning,Coffee,1,7.25,Card
T503240,2025-06-19 10:01,OUT-03,Morning,Coffee,1,6.67,Card
T503259,2025-06-19 10:02,OUT-03,Morning,Coffee,1,7.27,Card
T504262,2025-06-19 10:02,OUT-04,Morning,Coffee,1,6.65,Card
T503306,2025-06-19 10:04,OUT-03,Morning,Pastry,1,5.73,Wallet
T503289,2025-06-19 10:05,OUT-03,Morning,Coffee,1,5.39,Cash
T500929,2025-06-19 10:06,OUT-01,Morning,Coffee,1,6.06,Card
T503273,2025-06-19 10:08,OUT-03,Morning,Pastry,1,3.61,Wallet
T501996,2025-06-19 10:08,OUT-02,Morning,Pastry,1,4.48,Cash
T504251,2025-06-19 10:08,OUT-04,Morning,Coffee,1,7.84,Cash
T503280,2025-06-19 10:09,OUT-03,Morning,Coffee,1,5.35,Card
T504209,2025-06-19 10:10,OUT-04,Morning,Coffee,1,6.06,Card
T501993,2025-06-19 10:11,OUT-02,Morning,Beans (retail),1,18.39,Wallet
T503269,2025-06-19 10:11,OUT-03,Morning,Coffee,1,7.1,Card
T504238,2025-06-19 10:11,OUT-04,Morning,Coffee,1,8.06,Cash
T504263,2025-06-19 10:12,OUT-04,Morning,Coffee,1,6.88,Cash
T503320,2025-06-19 10:12,OUT-03,Morning,Pastry,1,4.34,Card
T504254,2025-06-19 10:13,OUT-04,Morning,Pastry,1,5.99,PayNow
T503328,2025-06-19 10:14,OUT-03,Morning,Coffee,1,6.46,PayNow
T503283,2025-06-19 10:15,OUT-03,Morning,Pastry,1,4.52,Card
T500924,2025-06-19 10:15,OUT-01,Morning,Food,1,16.38,Card
T503346,2025-06-19 10:18,OUT-03,Morning,Tea,1,4.55,PayNow
T504228,2025-06-19 10:18,OUT-04,Morning,Pastry,1,5.05,Card
T504241,2025-06-19 10:18,OUT-04,Morning,Pastry,1,4.65,Wallet
T503315,2025-06-19 10:19,OUT-03,Morning,Coffee,1,4.74,Wallet
T500906,2025-06-19 10:19,OUT-01,Morning,Pastry,1,5.08,Cash
T501976,2025-06-19 10:19,OUT-02,Morning,Pastry,1,6.18,PayNow
T503255,2025-06-19 10:19,OUT-03,Morning,Coffee,1,7.03,PayNow
T503248,2025-06-19 10:20,OUT-03,Morning,Coffee,1,5.57,Cash
T500814,2025-06-19 10:20,OUT-01,Morning,Coffee,1,6.45,PayNow
T504207,2025-06-19 10:20,OUT-04,Morning,Pastry,1,5.99,Cash
T500804,2025-06-19 10:21,OUT-01,Morning,Coffee,1,6.45,Card
T504213,2025-06-19 10:21,OUT-04,Morning,Coffee,1,6.7,Wallet
T502024,2025-06-19 10:24,OUT-02,Morning,Pastry,1,5.2,Card
T500918,2025-06-19 10:25,OUT-01,Morning,Coffee,1,6.33,PayNow
T502011,2025-06-19 10:25,OUT-02,Morning,Coffee,1,6.52,PayNow
T500788,2025-06-19 10:26,OUT-01,Morning,Pastry,1,5.97,PayNow
T500794,2025-06-19 10:26,OUT-01,Morning,Coffee,1,5.58,PayNow
T504246,2025-06-19 10:26,OUT-04,Morning,Coffee,1,5.29,PayNow
T501982,2025-06-19 10:26,OUT-02,Morning,Coffee,1,4.29,PayNow
T500789,2025-06-19 10:27,OUT-01,Morning,Coffee,1,6.32,Card
T503266,2025-06-19 10:27,OUT-03,Morning,Pastry,2,8.96,Card
T500829,2025-06-19 10:28,OUT-01,Morning,Coffee,1,9.02,PayNow
T503292,2025-06-19 10:29,OUT-03,Morning,Coffee,1,4.63,PayNow
T504240,2025-06-19 10:29,OUT-04,Morning,Pastry,1,4.47,Card
T504211,2025-06-19 10:30,OUT-04,Morning,Tea,1,5.72,Cash
T502002,2025-06-19 10:30,OUT-02,Morning,Coffee,1,7.12,Cash
T500839,2025-06-19 10:31,OUT-01,Morning,Coffee,1,7.18,Cash
T504272,2025-06-19 10:31,OUT-04,Morning,Coffee,1,6.43,Wallet
T500836,2025-06-19 10:32,OUT-01,Morning,Coffee,1,6.41,PayNow
T500864,2025-06-19 10:33,OUT-01,Morning,Coffee,1,5.07,Card
T504203,2025-06-19 10:33,OUT-04,Morning,Coffee,1,7.78,PayNow
T500861,2025-06-19 10:34,OUT-01,Morning,Pastry,1,6.11,Card
T504247,2025-06-19 10:34,OUT-04,Morning,Pastry,1,3.37,Card
T500875,2025-06-19 10:36,OUT-01,Morning,Tea,1,3.46,PayNow
T504217,2025-06-19 10:37,OUT-04,Morning,Coffee,1,6.54,PayNow
T503284,2025-06-19 10:37,OUT-03,Morning,Coffee,1,6.61,PayNow
T500914,2025-06-19 10:37,OUT-01,Morning,Pastry,1,5.51,Wallet
T500913,2025-06-19 10:38,OUT-01,Morning,Tea,1,6.24,Card
T500927,2025-06-19 10:38,OUT-01,Morning,Pastry,1,5.81,Cash
T503263,2025-06-19 10:38,OUT-03,Morning,Tea,1,5.72,PayNow
T500904,2025-06-19 10:39,OUT-01,Morning,Coffee,1,8.3,Card
T502013,2025-06-19 10:39,OUT-02,Morning,Pastry,1,4.63,PayNow
T502029,2025-06-19 10:39,OUT-02,Morning,Pastry,1,4.73,Wallet
T504222,2025-06-19 10:39,OUT-04,Morning,Coffee,1,5.12,Card
T500808,2025-06-19 10:40,OUT-01,Morning,Food,1,13.29,Cash
T500851,2025-06-19 10:43,OUT-01,Morning,Coffee,1,5.63,PayNow
T503317,2025-06-19 10:43,OUT-03,Morning,Coffee,1,7.76,Wallet
T501988,2025-06-19 10:44,OUT-02,Morning,Coffee,1,5.16,Card
T503295,2025-06-19 10:44,OUT-03,Morning,Coffee,1,6.59,Card
T500831,2025-06-19 10:45,OUT-01,Morning,Tea,1,4.28,Card
T500858,2025-06-19 10:45,OUT-01,Morning,Pastry,1,4.57,PayNow
T500791,2025-06-19 10:46,OUT-01,Morning,Pastry,1,3.99,PayNow
T503321,2025-06-19 10:47,OUT-03,Morning,Pastry,1,5.87,Wallet
T504224,2025-06-19 10:47,OUT-04,Morning,Coffee,1,5.91,Card
T500846,2025-06-19 10:48,OUT-01,Morning,Coffee,1,6.64,Cash
T503287,2025-06-19 10:49,OUT-03,Morning,Coffee,1,6.4,Wallet
T500817,2025-06-19 10:50,OUT-01,Morning,Pastry,1,5.83,PayNow
T504244,2025-06-19 10:51,OUT-04,Morning,Coffee,1,6.56,Card
T500920,2025-06-19 10:52,OUT-01,Morning,Tea,1,5.0,PayNow
T504208,2025-06-19 10:52,OUT-04,Morning,Pastry,1,4.52,PayNow
T503256,2025-06-19 10:54,OUT-03,Morning,Tea,1,5.69,PayNow
T500911,2025-06-19 10:56,OUT-01,Morning,Coffee,1,6.14,Card
T503241,2025-06-19 10:56,OUT-03,Morning,Coffee,1,4.89,PayNow
T503338,2025-06-19 10:57,OUT-03,Morning,Coffee,1,6.21,PayNow
T503332,2025-06-19 10:57,OUT-03,Morning,Tea,1,3.59,Card
T500909,2025-06-19 10:57,OUT-01,Morning,Coffee,1,5.5,PayNow
T500850,2025-06-19 10:57,OUT-01,Morning,Beans (retail),1,31.6,PayNow
T502030,2025-06-19 10:59,OUT-02,Morning,Tea,1,5.12,Card
T500938,2025-06-19 10:59,OUT-01,Morning,Coffee,1,5.9,Card
T503411,2025-06-19 11:01,OUT-03,Midday,Coffee,1,5.84,Card
T503364,2025-06-19 11:01,OUT-03,Midday,Coffee,1,6.49,Card
T502048,2025-06-19 11:02,OUT-02,Midday,Coffee,1,6.57,PayNow
T504309,2025-06-19 11:03,OUT-04,Midday,Food,1,15.24,Wallet
T503382,2025-06-19 11:04,OUT-03,Midday,Tea,1,6.78,Cash
T503389,2025-06-19 11:05,OUT-03,Midday,Coffee,1,6.38,Card
T502055,2025-06-19 11:05,OUT-02,Midday,Coffee,1,8.0,PayNow
T502031,2025-06-19 11:05,OUT-02,Midday,Food,1,15.72,Cash
T501003,2025-06-19 11:07,OUT-01,Midday,Food,1,14.23,Cash
T500945,2025-06-19 11:08,OUT-01,Midday,Food,1,10.63,PayNow
T500978,2025-06-19 11:09,OUT-01,Midday,Coffee,1,5.62,Card
T504282,2025-06-19 11:09,OUT-04,Midday,Pastry,1,6.55,Cash
T502044,2025-06-19 11:10,OUT-02,Midday,Tea,1,6.55,PayNow
T504304,2025-06-19 11:11,OUT-04,Midday,Food,1,15.95,PayNow
T501010,2025-06-19 11:11,OUT-01,Midday,Coffee,1,4.71,Cash
T502075,2025-06-19 11:12,OUT-02,Midday,Coffee,1,8.27,PayNow
T500961,2025-06-19 11:12,OUT-01,Midday,Tea,1,5.76,PayNow
T500970,2025-06-19 11:14,OUT-01,Midday,Coffee,1,5.15,Cash
T500973,2025-06-19 11:14,OUT-01,Midday,Food,1,16.42,Wallet
T502033,2025-06-19 11:14,OUT-02,Midday,Food,1,11.72,Wallet
T504308,2025-06-19 11:18,OUT-04,Midday,Coffee,1,8.1,Card
T502062,2025-06-19 11:20,OUT-02,Midday,Coffee,1,8.08,Card
T502056,2025-06-19 11:20,OUT-02,Midday,Tea,1,7.2,Card
T503410,2025-06-19 11:22,OUT-03,Midday,Coffee,1,7.76,Card
T504289,2025-06-19 11:23,OUT-04,Midday,Tea,1,6.6,Card
T503375,2025-06-19 11:23,OUT-03,Midday,Food,1,18.74,Card
T502067,2025-06-19 11:25,OUT-02,Midday,Coffee,1,8.63,PayNow
T502049,2025-06-19 11:26,OUT-02,Midday,Food,1,18.6,PayNow
T500963,2025-06-19 11:28,OUT-01,Midday,Beans (retail),1,22.28,PayNow
T500971,2025-06-19 11:28,OUT-01,Midday,Coffee,1,7.38,Card
T502057,2025-06-19 11:29,OUT-02,Midday,Coffee,1,8.44,PayNow
T503394,2025-06-19 11:31,OUT-03,Midday,Food,1,15.45,Card
T500949,2025-06-19 11:32,OUT-01,Midday,Tea,1,5.02,PayNow
T503418,2025-06-19 11:32,OUT-03,Midday,Coffee,1,7.88,PayNow
T503407,2025-06-19 11:37,OUT-03,Midday,Food,1,15.55,PayNow
T504310,2025-06-19 11:37,OUT-04,Midday,Coffee,1,6.56,Card
T503415,2025-06-19 11:37,OUT-03,Midday,Pastry,1,7.08,Card
T500984,2025-06-19 11:37,OUT-01,Midday,Pastry,1,4.9,Card
T502041,2025-06-19 11:37,OUT-02,Midday,Coffee,1,6.22,Wallet
T504297,2025-06-19 11:38,OUT-04,Midday,Food,1,11.87,Card
T502042,2025-06-19 11:38,OUT-02,Midday,Food,1,18.58,Cash
T502052,2025-06-19 11:40,OUT-02,Midday,Food,1,14.49,Card
T503400,2025-06-19 11:41,OUT-03,Midday,Pastry,1,4.53,PayNow
T500980,2025-06-19 11:44,OUT-01,Midday,Coffee,1,5.04,Card
T501017,2025-06-19 11:45,OUT-01,Midday,Food,1,16.8,Card
T503383,2025-06-19 11:46,OUT-03,Midday,Food,1,19.0,Card
T503381,2025-06-19 11:46,OUT-03,Midday,Coffee,1,6.6,PayNow
T500996,2025-06-19 11:46,OUT-01,Midday,Coffee,1,5.63,Wallet
T503380,2025-06-19 11:47,OUT-03,Midday,Food,1,11.87,PayNow
T504295,2025-06-19 11:47,OUT-04,Midday,Tea,1,4.8,Card
T501004,2025-06-19 11:48,OUT-01,Midday,Pastry,1,4.27,Cash
T503398,2025-06-19 11:49,OUT-03,Midday,Food,1,14.82,Card
T503401,2025-06-19 11:52,OUT-03,Midday,Coffee,1,7.97,Card
T502071,2025-06-19 11:53,OUT-02,Midday,Coffee,1,7.35,PayNow
T502069,2025-06-19 11:53,OUT-02,Midday,Tea,1,5.3,PayNow
T501015,2025-06-19 11:53,OUT-01,Midday,Food,1,11.73,Cash
T500950,2025-06-19 11:54,OUT-01,Midday,Coffee,1,5.95,Card
T500957,2025-06-19 11:55,OUT-01,Midday,Coffee,1,5.05,Card
T500986,2025-06-19 11:55,OUT-01,Midday,Food,1,15.94,PayNow
T500966,2025-06-19 11:57,OUT-01,Midday,Food,1,15.88,PayNow
T502043,2025-06-19 11:57,OUT-02,Midday,Food,1,20.35,PayNow
T504305,2025-06-19 11:58,OUT-04,Midday,Coffee,1,6.87,PayNow
T500968,2025-06-19 11:58,OUT-01,Midday,Food,1,16.75,PayNow
T504299,2025-06-19 11:59,OUT-04,Midday,Coffee,1,8.66,PayNow
T503366,2025-06-19 12:02,OUT-03,Midday,Food,1,17.46,Wallet
T504286,2025-06-19 12:02,OUT-04,Midday,Tea,1,6.55,Card
T502077,2025-06-19 12:05,OUT-02,Midday,Food,1,13.89,Wallet
T504285,2025-06-19 12:05,OUT-04,Midday,Tea,1,5.99,Card
T503371,2025-06-19 12:05,OUT-03,Midday,Beans (retail),1,18.33,Card
T504294,2025-06-19 12:06,OUT-04,Midday,Food,1,19.01,PayNow
T500960,2025-06-19 12:07,OUT-01,Midday,Food,1,8.06,Cash
T500959,2025-06-19 12:08,OUT-01,Midday,Tea,1,5.49,PayNow
T500999,2025-06-19 12:09,OUT-01,Midday,Coffee,1,5.49,Cash
T503378,2025-06-19 12:09,OUT-03,Midday,Food,1,16.27,Wallet
T503405,2025-06-19 12:11,OUT-03,Midday,Coffee,1,5.52,Card
T503420,2025-06-19 12:14,OUT-03,Midday,Coffee,1,6.95,PayNow
T503365,2025-06-19 12:15,OUT-03,Midday,Pastry,1,4.47,Cash
T500958,2025-06-19 12:18,OUT-01,Midday,Coffee,1,5.48,PayNow
T500989,2025-06-19 12:18,OUT-01,Midday,Coffee,1,5.92,Card
T502058,2025-06-19 12:19,OUT-02,Midday,Food,1,13.32,Card
T500943,2025-06-19 12:19,OUT-01,Midday,Food,1,14.0,Card
T504281,2025-06-19 12:22,OUT-04,Midday,Tea,1,7.75,PayNow
T503388,2025-06-19 12:22,OUT-03,Midday,Coffee,1,7.19,Card
T502065,2025-06-19 12:23,OUT-02,Midday,Food,1,16.85,PayNow
T502061,2025-06-19 12:23,OUT-02,Midday,Food,1,14.21,PayNow
T504274,2025-06-19 12:23,OUT-04,Midday,Food,1,11.23,Cash
T503363,2025-06-19 12:24,OUT-03,Midday,Food,1,14.18,Wallet
T504300,2025-06-19 12:24,OUT-04,Midday,Food,1,15.61,Cash
T500987,2025-06-19 12:25,OUT-01,Midday,Food,1,19.28,Cash
T504302,2025-06-19 12:28,OUT-04,Midday,Tea,1,7.83,PayNow
T502064,2025-06-19 12:29,OUT-02,Midday,Coffee,1,7.27,Cash
T500975,2025-06-19 12:30,OUT-01,Midday,Food,1,15.45,Cash
T501000,2025-06-19 12:32,OUT-01,Midday,Coffee,1,6.78,Card
T503372,2025-06-19 12:35,OUT-03,Midday,Beans (retail),1,22.84,PayNow
T504277,2025-06-19 12:35,OUT-04,Midday,Food,2,22.41,Card
T502050,2025-06-19 12:36,OUT-02,Midday,Food,1,16.46,PayNow
T500976,2025-06-19 12:37,OUT-01,Midday,Pastry,1,4.91,Wallet
T504273,2025-06-19 12:39,OUT-04,Midday,Coffee,1,6.9,Card
T503397,2025-06-19 12:39,OUT-03,Midday,Tea,1,5.01,Card
T502051,2025-06-19 12:39,OUT-02,Midday,Food,1,17.66,Card
T504275,2025-06-19 12:40,OUT-04,Midday,Coffee,1,6.97,Wallet
T503379,2025-06-19 12:40,OUT-03,Midday,Pastry,1,4.63,PayNow
T502036,2025-06-19 12:41,OUT-02,Midday,Coffee,1,6.38,Card
T504301,2025-06-19 12:41,OUT-04,Midday,Coffee,1,8.76,Card
T502074,2025-06-19 12:41,OUT-02,Midday,Coffee,1,6.87,Cash
T503412,2025-06-19 12:43,OUT-03,Midday,Pastry,1,5.24,PayNow
T502059,2025-06-19 12:43,OUT-02,Midday,Coffee,1,7.9,Wallet
